redeID;lastName;politicianID;date;target;fm_sent;fm_senti;source;school;color;id
190296;Vogel;11002378;1971-02-05;Karl Marx;"Im Anschluß an diese „ FeuerbachThese "" Karl Marx' kann das Grundanliegen der neuen „ politischen Rechtstheoretiker "" dahin definiert werden : Während es der bisherigen , unmündigen oder unkritischen Rechtswissenchaft nur um verschiedene Interpretationen des Rechts gegangen ist , kommt es der „ politischen Rechtswissenschaft "" darauf an , das Recht zu verändern , geht es den Vertretern der „ politischen Rechtstheorie "" in erster Linie um eine Veränderung der Gesellschaft selbst.";-1;CDU/CSU;Marxismus;red;87
194893;schiller;11001968;1971-05-11;John Maynard Keynes;"John Maynard Keynes schrieb 1923 in seinem Traktat über die Währungsreform folgendes : „ Nirgends hält man konservative Auffassungen für so angebracht wie in Währungsfragen ; und doch ist nirgends die Notwendigkeit einer Neuorientierung dringender .""";1;not found;Linksliberalismus;green;88
195712;wohlrabe;11002550;1971-06-09;Karl Marx;"( { 1 } ) Ich darf die Wertung , die ich hier kurz vorgenommen habe , durch ein Zitat belegen , damit man weiß , was alles aus dem Mund des SHB kommt - ein Zitat , das noch gar nicht allzu alt ist und das auf einer Delegiertenkonferenz des SHB in Bochum mit überwiegender Mehrheit zum Beschluß erhoben wurde : Der SHB nimmt sich die Worte des Genossen Karl Marx zu Herzen : „ Die Philosophen haben die Welt nur verschieden interpretiert ; es kommt aber darauf an , sie zu verändern ! "" , und ändert ab sofort seine Politik der verbalen Revolution zugunsten der Vorbereitung einer realen.";1;CDU/CSU;Marxismus;red;89
204045;schmid;11001993;1972-02-25;Karl Marx;Nun will ich etwas sagen , das manche von Ihnen erschrecken wird : auch Karl Marx ist ein Stück Deutschland!;-1;SPD;Marxismus;red;90
205603;Katzer;11001073;1972-04-26;Karl Marx;Die Öffentlichkeit hat sehr wohl registriert , daß ein Teil der Sozialdemokraten sich wieder klar zu den ökonomischen Vorstellungen von Karl Marx bekennt.;1;CDU/CSU;Marxismus;red;91
217284;Erhard;11000486;1973-06-19;Karl Marx;Sie graben den alten Karl Marx noch einmal aus ( { 2 } ) und wollen , auf seine Gebeine gestützt , die Gesellschaftspolitik von morgen formen.;-1;CDU/CSU;Marxismus;red;92
217581;möller;11001521;1973-06-20;Adam Smith;"Rudolf Herlt schreibt in der „ Zeit "" vom 8. Juni 1973 : Adam Smith mag sich angesichts der gegenwärtigen Krise des marktwirtschaftlichen Systems im Grabe umdrehen.";1;SPD;Liberalismus;green;93
219185;Schneider;11002048;1973-10-04;Karl Marx;Da muß ich zurückgehen auf Karl Marx. Karl Marx ist sicherlich ein großer Autor , und jeder , der im Zusammenhang mit der Eigentumsordnung zu grundsätzlichen Punkten das Wort nimmt , sollte diesen Mann gelesen haben.;1;CDU/CSU;Marxismus;red;94
219185;Schneider;11002048;1973-10-04;Karl Marx;Da muß ich zurückgehen auf Karl Marx. Karl Marx ist sicherlich ein großer Autor , und jeder , der im Zusammenhang mit der Eigentumsordnung zu grundsätzlichen Punkten das Wort nimmt , sollte diesen Mann gelesen haben.;1;CDU/CSU;Marxismus;red;95
219185;Schneider;11002048;1973-10-04;Karl Marx;"Karl Marx hat sich in vielen Punkten geirrt ; das wissen Sie auch.";1;CDU/CSU;Marxismus;red;96
219185;Schneider;11002048;1973-10-04;Karl Marx;Er könnte von Karl Marx stammen , ( { 31 } ) und er paßt nahtlos in die Ideologie des Kommunistischen Manifestes.;1;CDU/CSU;Marxismus;red;97
226611;rosenthal;11001883;1974-02-20;Karl Marx;"( { 0 } ) Ich will hier keine parteipolitische Rede halten ; denn auch in dieser Frage gibt es viele Väter : von Karl Marx bis Burgbacher.";1;SPD;Marxismus;red;98
226611;rosenthal;11001883;1974-02-20;Karl Marx;Karl Marx mit seiner Analyse , und Burgbacher hatte die Courage zu sagen , daß Karl Marx lange genug tot ist , um zuzugeben , daß er in dieser Frage recht gehabt hat.;-1;SPD;Marxismus;red;99
226611;rosenthal;11001883;1974-02-20;Karl Marx;Karl Marx mit seiner Analyse , und Burgbacher hatte die Courage zu sagen , daß Karl Marx lange genug tot ist , um zuzugeben , daß er in dieser Frage recht gehabt hat.;-1;SPD;Marxismus;red;100
226296;Weizsäcker;11002466;1974-02-15;Adam Smith;Arnold Toynbee sagte zum Jahreswechsel , Adam Smith habe uns die Philosophie des Eigennnutzes und damit eine Unwahrheit gelehrt.;1;CDU/CSU;Liberalismus;green;101
226296;Weizsäcker;11002466;1974-02-15;Adam Smith;Den Angriff Toynbees halte ich freilich für ein Mißverständnis , wohl schon gegenüber Adam Smith , gewiß aber gegenüber der sozialen Marktwirtschaft.;-1;CDU/CSU;Liberalismus;green;102
226349;Carstens;11000321;1974-02-15;Karl Marx;( { 23 } ) Da werden also nun Karl Marx und die Herrschaft des Proletariats als Kronzeugen für den heute geltenden und wirkenden Demokratiebegriff herangezogen.;1;CDU/CSU;Marxismus;red;103
226351;Friedrich;11000590;1974-02-15;Karl Marx;( { 0 } ) Insoweit bin ich Ihnen dankbar , Herr Carstens , für das , was Sie auch zu Ihrer Selbstdarstellung über Karl Marx gesagt haben.;1;SPD;Marxismus;red;104
226353;Friedrich;11000590;1974-02-15;Karl Marx;"Es hat einen Ordinarius gegeben , der hat gesagt : „ Wir alle stehen auf den Schultern von Karl Marx "".";1;SPD;Marxismus;red;105
226353;Friedrich;11000590;1974-02-15;Karl Marx;Was Sie hier über Karl Marx gesagt haben , war nicht das Niveau eines deutschen Ordinarius , sondern eines Geschäftsführers des Volkswartbundes oder eines , der dort Geschäftsführer werden will.;1;SPD;Marxismus;red;106
226359;Friedrich;11000590;1974-02-15;Karl Marx;Deshalb ist dem Kommunismus zu wünschen , daß er in nicht allzu ferner Zeit durch die endgültige Überwindung der Stalinschen Ara zu dem zurückkehren möge , was dereinst der humanistische Ansatz eines Karl Marx und Friedrich Engels war.;1;SPD;Marxismus;red;107
226359;Friedrich;11000590;1974-02-15;Friedrich Engels;Deshalb ist dem Kommunismus zu wünschen , daß er in nicht allzu ferner Zeit durch die endgültige Überwindung der Stalinschen Ara zu dem zurückkehren möge , was dereinst der humanistische Ansatz eines Karl Marx und Friedrich Engels war.;1;SPD;Marxismus;red;108
226436;Zimmermann;11002597;1974-02-15;Friedrich Engels;"Friedrich Engels , der 1848 als Redakteur unter dem Chefredakteur Karl Marx bei der „ Neuen Rheinischen Zeitung "" arbeitete , sagte später einmal wörtlich : Die Verfassung der Redaktion war die einfache Diktatur von Karl Marx. Ein großes Tageblatt , das zur bestimmten Stunde fertig sein muß , kann bei keiner anderen Verfassung eine folgegerechte Haltung bewahren.";1;CDU/CSU;Marxismus;red;109
226436;Zimmermann;11002597;1974-02-15;Karl Marx;"Friedrich Engels , der 1848 als Redakteur unter dem Chefredakteur Karl Marx bei der „ Neuen Rheinischen Zeitung "" arbeitete , sagte später einmal wörtlich : Die Verfassung der Redaktion war die einfache Diktatur von Karl Marx. Ein großes Tageblatt , das zur bestimmten Stunde fertig sein muß , kann bei keiner anderen Verfassung eine folgegerechte Haltung bewahren.";1;CDU/CSU;Marxismus;red;110
226436;Zimmermann;11002597;1974-02-15;Karl Marx;"Friedrich Engels , der 1848 als Redakteur unter dem Chefredakteur Karl Marx bei der „ Neuen Rheinischen Zeitung "" arbeitete , sagte später einmal wörtlich : Die Verfassung der Redaktion war die einfache Diktatur von Karl Marx. Ein großes Tageblatt , das zur bestimmten Stunde fertig sein muß , kann bei keiner anderen Verfassung eine folgegerechte Haltung bewahren.";1;CDU/CSU;Marxismus;red;111
227719;zoglmann;11002605;1974-03-14;Karl Marx;"Was halten Sie von der Objektivität solcher Empfehlungen , die beispielsweise für die deutsch-polnische Zusammenarbeit im 19. Jahrhundert lediglich die „ Rheinische Zeitung "" unter ihrem damaligen Chefredakteur Karl Marx anführen und z. B. die großen Sympathiewellen des liberalen deutschen Bürgertums anläßlich der polnischen Aufstände in den dreißiger und sechziger Jahren des vorigen Jahrhunderts völlig außer acht lassen?";1;CDU/CSU;Marxismus;red;112
228572;jaeger;11001006;1974-03-22;Aristoteles;"Schon der alte Aristoteles hat in seiner „ Rhetorik "" festgestellt , daß der Fehler junger Menschen der Mangel an Erfahrung ist ; übrigens meines Erachtens der einzige Fehler in dieser Welt , der von Jahr zu Jahr geringer wird.";-1;CDU/CSU;Aristotelismus;grey;113
228572;jaeger;11001006;1974-03-22;Aristoteles;Aristoteles hat gesagt : Die jungen Menschen sehen die Welt zu rosig , weil sie zu wenig die Schattenseiten des Lebens kennengelernt haben , sie sind zu leichtgläubig , weil sie noch nicht oft betrogen wurden , sie sind hochsinnig , weil sie noch nicht oft gedemütigt wurden.;-1;CDU/CSU;Aristotelismus;grey;114
228572;jaeger;11001006;1974-03-22;Aristoteles;"Die Begeisterungsfähigkeit - die leider manchen Menschen im späteren Leben verlorengeht - muß mit einer Realitätserfahrung gepaart werden ; sonst ist die Verführbarkeit groß , und das nicht nur in der Politik , von der Aristoteles spricht.";-1;CDU/CSU;Aristotelismus;grey;115
233005;stauffenberg;11002222;1974-06-20;John Stuart Mill;"Herr Maihofer hat in seiner Freiburger Rede John Stuart Mill zitiert : „ Wenn die Gesellschaft "" - so sagt John Stuart Mill , wie ihn Herr Maihofer zitiert hat - „ selbst der Tyrann ist : die Gesellschaft als Kollektiv über die einzelnen Individuen , aus denen sie sich zusammensetzt , ... dann übt sie eine soziale Tyrannei , die furchtbarer ist als viele Arten sozialer Unterdrückung "".";-1;CDU/CSU;Linksliberalismus;green;116
233005;stauffenberg;11002222;1974-06-20;John Stuart Mill;"Herr Maihofer hat in seiner Freiburger Rede John Stuart Mill zitiert : „ Wenn die Gesellschaft "" - so sagt John Stuart Mill , wie ihn Herr Maihofer zitiert hat - „ selbst der Tyrann ist : die Gesellschaft als Kollektiv über die einzelnen Individuen , aus denen sie sich zusammensetzt , ... dann übt sie eine soziale Tyrannei , die furchtbarer ist als viele Arten sozialer Unterdrückung "".";-1;CDU/CSU;Linksliberalismus;green;117
233074;bismarck;11000186;1974-06-20;Walter Eucken;( { 3 } ) Ich bitte darum , daß Sie dies aufnehmen , und zwar nicht als eine Feindseligkeit gegenüber der Mitbestimmung , denn ich habe landauf , landab gesagt und geschrieben , seit ich bei Walter Eucken promoviert habe - : Mitbestimmung ist ein Essentiale der sozialen Marktwirtschaft.;1;CDU/CSU;Ordoliberalismus;blue;118
234157;Jahn;11001011;1974-09-26;Karl Marx;Wörtlich heißt es dann im Prüfungsbericht : Dr. Jahn ( { 23 } ) Andererseits benutzten die Autoren den städtischen Werksauftrag augenscheinlich als Gelegenheit , ihre politischen , überwiegend auf dem Gedankengut von Karl Marx fußenden Anschauungen breit ausgewalzt in zum Teil abstrakt theoretisierender Weise gegen Honorar zu Papier zu bringen.;1;CDU/CSU;Marxismus;red;119
238336;Laermann;11001266;1974-12-05;John Stuart Mill;Ich möchte enden mit einem Zitat von John Stuart Mill , einem englischen Philosophen und Volkswirtschaftler , der in der Mitte des vergangenen Jahrhunderts fragte - ich darf zitieren - : Zu welchem Endziel führt der technische Fortschritt?;1;FDP;Linksliberalismus;green;120
240883;gesagt;-1;1975-01-30;Karl Marx;"Aber sowohl in der DDR als auch bei uns sollte man nicht vergessen : Karl Marx ist nicht in Ost-Berlin geboren worden , sondern in Trier , Friedrich Engels in Barmen ; Hegel kam aus Stuttgart ; Luther wurde in Eisleben geboren ; Kant war Königsberger ; Ferdinand Lasalle kam aus Breslau , Johann Sebastian Bach aus Eisenach.";1;not found;Marxismus;red;121
240883;gesagt;-1;1975-01-30;Friedrich Engels;"Aber sowohl in der DDR als auch bei uns sollte man nicht vergessen : Karl Marx ist nicht in Ost-Berlin geboren worden , sondern in Trier , Friedrich Engels in Barmen ; Hegel kam aus Stuttgart ; Luther wurde in Eisleben geboren ; Kant war Königsberger ; Ferdinand Lasalle kam aus Breslau , Johann Sebastian Bach aus Eisenach.";1;not found;Marxismus;red;122
241917;Lambsdorff;11001272;1975-02-20;Milton Friedman;Wir sind , wie Sie wissen , nicht ganz einig mit Ihrem letzten Schlenker an die volkswirtschaftliche Abteilung der Bundesbank , obwohl auch ich der Ansicht bin , daß man Milton Friedman zu Tode exerzieren kann , aber so weit sind wir noch lange nicht.;1;FDP;Chicago School;cyan;123
247036;Conradi;11000335;1975-05-15;Friedrich Engels;Das wissen wir seit Friedrich Engels.;1;SPD;Marxismus;red;124
243186;Vogel;11002378;1975-03-13;Karl Marx;Deshalb ist die Erziehung zur Kompromißfähigkeit und zur Toleranz die Hauptaufgabe der Schule , sei es bei den Richtlinien für den politischen Unterricht , sei es auch für den Geschichtsunterricht , in dem es zu erkennen gilt , ( { 66 } ) daß man nur aus der Erkenntnis des Verwurzelt-seins in der ganzen Geschichte seines Volkes leben und daß nicht der eine etwa den Geschichtsunterricht bei Karl dem Großen und der andere bei Karl Marx beginnen kann , sondern daß wir leben aus dem Verwurzeltsein in Tradition und Gesamtgeschichte unseres Volkes.;1;CDU/CSU;Marxismus;red;125
244125;Lambsdorff;11001272;1975-03-20;Walter Eucken;Walter Eucken hat das einmal so formuliert - ich darf das mit Genehmigung der Frau Präsident zitieren : Mit der Politik der Wettbewerbsordnung oktroyiert der Staat nicht eine Wirtschaftsordnung , sondern er bringt zur Geltung , was sonst durch andere Tendenzen zurückgedrängt würde.;1;FDP;Ordoliberalismus;blue;126
244126;zitieren;-1;1975-03-20;Walter Eucken;Heute vor 25 Jahren , am 20. März 1950 , ist einer der geistigen Begründer , nicht der politischen , aber der geistigen und wissenschaftlichen Begründer dieser Wirtschaftsordnung gestorben : Walter Eucken.;1;not found;Ordoliberalismus;blue;127
244141;Friderichs;11000586;1975-03-20;Walter Eucken;Ich möchte , wenn das Hohe Haus mir dies erlaubt , am 20. März 1975 , dem 25. Todestag von Walter Eucken , dazu eine Bemerkung machen.;1;not found;Ordoliberalismus;blue;128
247565;Fiebig;11000539;1975-05-22;Karl Marx;Da hat man offensichtlich in dieser bestimmten Ecke etwas von Karl Marx aufgenommen.;1;SPD;Marxismus;red;129
247565;Fiebig;11000539;1975-05-22;Karl Marx;Ich will Karl Marx nicht zitieren und nicht untersuchen , ob er mit seiner Verelendungstheorie recht oder unrecht gehabt hat.;1;SPD;Marxismus;red;130
255949;Müller-Emmert;11001568;1976-01-16;Karl Marx;"Dies ist ein Problem unserer philosophischen , theologischen und rechtlichen Diskussion , das schon uralt ist und das sich in den Schauspielen Schillers , ich erinnere an „ Die Räuber "" oder an „ Wilhelm Tell "" ( { 4 } ) - lesen Sie sie einmal , Herr Kollege Vogel - , genauso findet wie in den Auslassungen Nietzsches über die Gewalt oder in den Schriften von Karl Marx , Friedrich Engels und Karl Kautsky oder in den Ereignissen um den 20. Juli 1944 , als die Gewaltherrschaft beendet werden sollte , die Hitler in Deutschland aufgerichtet hatte.";-1;SPD;Marxismus;red;131
255949;Müller-Emmert;11001568;1976-01-16;Friedrich Engels;"Dies ist ein Problem unserer philosophischen , theologischen und rechtlichen Diskussion , das schon uralt ist und das sich in den Schauspielen Schillers , ich erinnere an „ Die Räuber "" oder an „ Wilhelm Tell "" ( { 4 } ) - lesen Sie sie einmal , Herr Kollege Vogel - , genauso findet wie in den Auslassungen Nietzsches über die Gewalt oder in den Schriften von Karl Marx , Friedrich Engels und Karl Kautsky oder in den Ereignissen um den 20. Juli 1944 , als die Gewaltherrschaft beendet werden sollte , die Hitler in Deutschland aufgerichtet hatte.";-1;SPD;Marxismus;red;132
255981;Coppik;11000337;1976-01-16;Karl Marx;Nicht umsonst hat Karl Marx die Anarchisten als eine Bande von Agents provocateurs der Reaktion bezeichnet.;1;SPD;Marxismus;red;133
257105;Carstens;11000321;1976-01-29;Karl Marx;Es gibt Schulbücher , in denen die deutsche Geschichte auf Karl Marx und Adolf Hitler reduziert wird.;-1;CDU/CSU;Marxismus;red;134
257415;vogel;11002379;1976-01-30;Jeremy Bentham;Vor 150 Jahren hat Jeremy Bentham , der große englische Jurist und Philosoph , geklagt , man kümmere sich mehr um das Strafen als um das Wiedergutmachen.;1;not found;Linksliberalismus;green;135
261845;strauss;11002270;1976-05-11;Friedrich August von Hayek;"Sie sollten sich mit dem Buch von Professor Friedrich August von Hayek befassen „ Der Weg zur Sklaverei "".";1;CDU/CSU;Chicago School;cyan;136
261845;strauss;11002270;1976-05-11;Milton Friedman;Jetzt , nach 30 Jahren , ist es ohne jede Änderung , nur mit einem Vorwort von Herrn Milton Friedman , reproduziert worden - ein höchst beachtliches Werk.;1;CDU/CSU;Chicago School;cyan;137
261845;strauss;11002270;1976-05-11;Karl Marx;"Das erklärte Herr Hoffmann anläßlich des 20. Jahrestages der Nationalen Volksarmee vor der Parteihochschule „ Karl Marx "" in Ostberlin.";1;CDU/CSU;Marxismus;red;138
266219;marx;11001431;1977-01-19;Karl Marx;"( { 0 } ) Nun muß ich hier Karl Marx zitieren , der einmal von sich selber gesagt hat : „ Moi , je ne suis pas un marxiste .""";1;CDU/CSU;Marxismus;red;139
266421;Lambsdorff;11001272;1977-01-20;Adam Smith;Das erste Zitat ist eine sehr simple Passage , die Sie - vor 200 Jahren zu Papier gebracht - bei Adam Smith finden.;1;FDP;Liberalismus;green;140
267398;Handlos;11000799;1977-02-10;Karl Marx;"Wie sagte doch der DDR-Verteidigungsminister General Heinz Hoffmann im Juli 1976 bei einem Vortrag vor der SED-Parteihochschule „ Karl Marx "" - ich darf wörtlich zitieren , was er vor einem Jahr sagte - : Die in zähem Kräfteringen der Nachkriegsjahre hart erkämpfte militärische Überlegenheit der Sowjetunion und ihrer Verbündeten über die imperialistischen Hauptmächte war es , die den Frieden sicherer , die antiimperialistischen Kräfte selbstbewußter gemacht und den weltrevolutionären Prozeß vorangebracht hat.";1;CDU/CSU;Marxismus;red;141
269003;Fiebig;11000539;1977-03-17;Karl Marx;( { 5 } ) - Wenn Sie dann meinen , Immanuel Kant mit Karl Marx verwechseln zu müssen , zeigt das nur , daß Sie sich einmal der Erwachsenenbildung näher zuwenden sollten.;1;SPD;Marxismus;red;142
269397;Ehmke;11000440;1977-03-23;Karl Marx;Drüben würde das manchmal vielleicht besser verstanden werden , wenn man sich die Mühe machte , Karl Marx auch einmal auf die Entwicklung der Sowjetunion anzuwenden.;1;SPD;Marxismus;red;143
273314;Burger;11000310;1977-06-22;Karl Marx;Selbst Karl Marx ( { 18 } ) hat in einer These verkündet , daß gleiches Recht im Grunde für verschiedene soziale Gruppen der Gesellschaft ungleiches Recht bedeutet.;-1;CDU/CSU;Marxismus;red;144
273314;Burger;11000310;1977-06-22;Karl Marx;( { 19 } ) - Die Analysen von Karl Marx sind nicht zu unterschätzen!;1;CDU/CSU;Marxismus;red;145
277339;vogel;11002379;1977-10-28;Karl Marx;"Was hilft uns denn , meine Damen und Herren , die Charakterisierung der Terroristen als „ Kinder Hitlers "" oder als „ Kinder Karl Marx. "" 'in Wirklichkeit?";1;not found;Marxismus;red;146
277345;dregger;11000418;1977-10-28;Karl Marx;Bildungspolitik und Unterrichtspraxis dürfen sich nicht an Karl Marx , Herbert Marcuse oder anderen Propheten orientieren , die die einen von uns als die richtigen Propheten und die anderen von uns als die falschen Propheten betrachten.;-1;CDU/CSU;Marxismus;red;147
281013;strauss;11002270;1978-01-24;Adam Smith;Adam Smith , einer der Väter der modernen Volkswirtschaftslehre , schrieb vor 200 Jahren - ich zitiere wörtlich - : Dort , wo die öffentliche Schuld eine bestimmte Höhe überschritten hat , ist es meines Wissens kaum je gelungen , sie auf gerechte Weise und vollständig zurückzuzahlen.;1;CDU/CSU;Liberalismus;green;148
281065;schmidt;11002007;1978-01-24;Adam Smith;"Er hat Adam Smith zitiert ; das ist ungefähr 200 Jahre her , Herr Strauß.";1;not found;Liberalismus;green;149
281065;schmidt;11002007;1978-01-24;Adam Smith;Aber Sie haben Adam Smith zitiert als Kronzeugen für die schlimmen Folgen von Währungsentwertungen.;-1;not found;Liberalismus;green;150
281115;marx;11001431;1978-01-24;Karl Marx;"Es wird neben dem Klassiker Karl Marx auf den Klassiker Friedrich Schiller verwiesen , der den Verkauf von Landeskindern gegeißelt hat , der Menschenhandel verurteilt hat , und es schließt sich in dieser Passage die Frage an : „ Wie alt ist die Forderung nach Gedankenfreiheit ?""";-1;CDU/CSU;Marxismus;red;151
286639;Steger;11002227;1978-04-27;Adam Smith;Mich wundert , daß Sie nicht auch noch Adam Smith hier in die Debatte eingeführt haben.;1;SPD;Liberalismus;green;152
289110;Wischnewski;-1;1978-06-15;John Maynard Keynes;Wie Sie wissen , hat der englische Nationalökonom John Maynard Keynes zu Beginn der 30er Jahre die wirtschaftspolitische Theorie entwickelt , daß der Staat in einer Rezession durch eine Vermehrung der Staatsausgaben die Vollbeschäftigung wiederherstellen kann.;1;not found;Linksliberalismus;green;153
289659;Rosenthal;11001883;1978-06-22;Karl Marx;Das fängt an bei dem verpönten Namen Marx. Selbst Ihr Herr Burgbacher hat gesagt , daß Karl Marx lange genug tot ist , daß gesagt werden kann , daß er in der Frage der Vermögensverteilung recht gehabt hat.;-1;SPD;Marxismus;red;154
290134;funcke;11000620;1978-09-20;Adam Smith;Das kann man bei Adam Smith über den Mechanismus von Angebot und Nachfrage nachlesen.;1;FDP;Liberalismus;green;155
290159;Strauß;11002270;1978-09-21;Karl Marx;( { 79 } ) Dieses große sozialistische Bündnis in Europa heißt nicht kommunistische Bundesrepublik Deutschland , heißt aber eine so enge Zusammenarbeit der verschiedenen Nachfahren von Karl Marx in Europa , daß darüber ein großes überwölbendes Dach , das gemeinsame Bekenntnis zum Sozialismus trotz verschiedener Gesellschaftsformen , noch gedacht werden kann.;1;CDU/CSU;Marxismus;red;156
300143;Mikat;11001507;1979-03-29;Aristoteles;Wer im Zusammenhang mit unserem Thema von Gerechtigkeit spricht , sei an die Weisheit des Aristoteles erinnert , für den die Gerechtigkeit die gesamDr.;1;CDU/CSU;Aristotelismus;grey;157
301095;jens;11001026;1979-04-27;Walter Eucken;"Wenn Sie wenigstens die alten liberalen Grundsätze eines Walter Eucken aufrechterhielten , müßten Sie , wenn Sie schon nicht den Wettbewerb fördern wollen , konsequent für staatliche Kontrolle sein - so , wie es Walter Eucken in seinen „ Grundsätzen "" dargelegt hat.";1;SPD;Ordoliberalismus;blue;158
301095;jens;11001026;1979-04-27;Walter Eucken;"Wenn Sie wenigstens die alten liberalen Grundsätze eines Walter Eucken aufrechterhielten , müßten Sie , wenn Sie schon nicht den Wettbewerb fördern wollen , konsequent für staatliche Kontrolle sein - so , wie es Walter Eucken in seinen „ Grundsätzen "" dargelegt hat.";1;SPD;Ordoliberalismus;blue;159
301671;Blüm;11000204;1979-05-10;Karl Marx;Da hat doch der Karl Marx gelebt , aus dem Sie dauernd Ihre Begründung auch für diese Politik schöpfen.;1;CDU/CSU;Marxismus;red;160
301671;Blüm;11000204;1979-05-10;Friedrich Engels;"( { 14 } ) Friedrich Engels - lassen Sie mich aus dem 19. Jahrhundert zitieren - sah die Lösung der Frauenfrage - ich zitiere Engels - „ In der Wiedereinführung des ganzen weiblichen Geschlechts in die öffentliche Industrie "".";1;CDU/CSU;Marxismus;red;161
304866;hoppe;11000955;1979-09-13;Milton Friedman;( { 11 } ) Milton Friedman hat von den vier Möglichkeiten gesprochen , Geld auszugeben : eigenes Geld für eigene Bedürfnisse , eigenes Geld für andere , anderer Leute Geld für eigene Interessen und schließlich anderer Leute Geld für andere.;1;FDP;Chicago School;cyan;162
307570;Steger;11002227;1979-10-18;Karl Marx;Der Antrag der CDU / CSU strahlt zum andern einen technischen Optimismus aus , den auch Karl Marx im vorigen Jahrhundert gehabt hat.;1;SPD;Marxismus;red;163
309737;Broil;11000271;1979-11-29;Karl Marx;Sie werden verzeihen , daß ich nicht Karl Marx zitiere , sondern aus dem Alten Testament , das unserer Partei doch näher liegt.;-1;CDU/CSU;Marxismus;red;164
310470;Kuhlwein;11001252;1979-12-13;Aristoteles;( { 2 } ) - Ich glaube , es war Aristoteles . - Das gilt sicherlich nicht nur für die Zinstheorie , sondern natürlich auch für die Familienpolitik , wenn Sie damit Bevölkerungspolitik machen wollen.;1;SPD;Aristotelismus;grey;165
314422;Roth;11001891;1980-04-17;Milton Friedman;( { 3 } ) Herr Biedenkopf , es gibt ja ein Land in Europa , wo man nach Ihnen und Ihrem geistigen Ziehvater Milton Friedman seit zwölf Monaten gehandelt hat.;1;SPD;Chicago School;cyan;166
315300;riesenhuber;11001849;1980-04-24;Platon;"Die heile Welt , das goldene Zeitalter ist immer schon in der Vergangenheit gewesen ; das können Sie auch bei Platon nachlesen.";1;CDU/CSU;Platonismus;grey;167
316090;burger;11000310;1980-05-22;Karl Marx;Karl Marx hat bekanntlich immer wieder darauf hingewiesen , daß sich absolute Gleichheit auf soziologisch unterschiedliche Gruppen sehr oft als soziales Unrecht ausweist.;1;CDU/CSU;Marxismus;red;168
316090;burger;11000310;1980-05-22;Karl Marx;"( { 5 } ) Ich möchte Ihnen sagen , daß Karl Marx in der Diagnose sehr Beachtliches gesagt hat ; in der Therapie würde ich ihm nicht folgen.";1;CDU/CSU;Marxismus;red;169
318494;Holtz;11000948;1980-11-26;Milton Friedman;Milton Friedman und seine Schüler erhielten diese Gelegenheit in Chile und auch in Großbritannien.;1;SPD;Chicago School;cyan;170
318496;Pieroth;11001716;1980-11-26;Milton Friedman;Verketzern Sie nicht so leicht Milton Friedman!;1;CDU/CSU;Chicago School;cyan;171
318528;roth;11001891;1980-11-27;Milton Friedman;"( { 5 } ) Sehr geehrter Herr Roth , wir brauchen die Kontroverse mit Herrn Milton Friedman sicher nicht im Deutschen Bundestag auszutragen ; ich glaube , daß es dafür geeignetere Plätze gibt.";1;SPD;Chicago School;cyan;172
324160;Junghans;11001043;1981-04-09;John Stuart Mill;"( { 2 } ) - Ich sage es Ihnen gleich ; seien Sie nicht so neugierig . - Dieses Zitat stammt von dem englischen Nationalökonomen John Stuart Mill , der im vorigen Jahrhundert lebte.";1;SPD;Linksliberalismus;green;173
325406;Waldburg-Zeil;11002413;1981-05-14;Karl Marx;"Karl Marx unterscheidet zwischen der Phase des Sozialismus , in der noch „ Jedem nach seiner Fähigkeit , jedem nach seiner Leistung "" gilt , und der des Kommunismus , der eigentlichen Zukunftsvision also , in der es heißen muß : „ Jedem nach seiner Fähigkeit , jedem nach seinen Bedürfnissen .""";1;CDU/CSU;Marxismus;red;174
328215;Hennig;11000871;1981-09-10;Karl Marx;( { 27 } ) Es könnte sehr wohl sein , daß eine solche berechenbare , verläßliche Politik nun , nachdem die Kassen für größere Vorleistungen sowieso leer sind , selbst für die Sowjetunion eine zwar schwierige , letztlich aber doch angenehmere Alternative zur jetzt betriebenen Politik des Wandels durch Annäherung darstellt , bei der sich mit Kommunisten und Sozialisten Verwandte gegenüberstehen , die in Karl Marx zumindest einen ideologischen Stammvater haben , wenn nicht sogar zwei , Herr Kollege Wehner , nachdem Bruno Kreisky . auf dem Parteitag der österreichischen Sozialisten gesagt hat , wer Marx sage , müsse auch Engels sagen.;1;CDU/CSU;Marxismus;red;175
328706;kohl;11001165;1981-09-17;Karl Marx;Kürzlich hat in der Hauptversammlung eines großen Schweizer Unternehmens ein Schweizer Unternehmer gesagt , das Problem der Bundesrepublik sei , daß sie sich in dem Niemandsland zwischen Ludwig Erhard und Karl Marx bewege.;1;CDU/CSU;Marxismus;red;176
328839;schmidt;11002007;1981-09-18;Karl Marx;"( { 4 } ) Aber ich muß doch sagen : Zitate aus Springers „ Welt "" , aus „ ddp "" , aus Balzac , aus Karl Marx und aus Murks - was es alles war - haben zwar viel Gelächter ausgelöst , aber noch keine Aha-Erlebnisse.";1;not found;Marxismus;red;177
